alignment,beat_of_occurrence,crash_date,crash_day_of_week,crash_hour,crash_month,crash_record_id,crash_type,damage,device_condition,first_crash_type,latitude,lighting_condition,longitude,num_units,posted_speed_limit,prim_contributory_cause,road_defect,roadway_surface_cond,sec_contributory_cause,street_direction,street_no,traffic_control_device,trafficway_type,weather_condition,private_property_i,hit_and_run_i,intersection_related_i,crash_date_est_i,work_zone_i,workers_present_i,veh_count,ppl_count,veh_area_01_i_list_json,veh_area_02_i_list_json,veh_area_12_i_list_json,veh_crash_date_list_json,veh_crash_unit_id_list_json,veh_first_contact_point_list_json,veh_lic_plate_state_list_json,veh_make_list_json,veh_maneuver_list_json,veh_model_list_json,veh_occupant_cnt_list_json,veh_travel_direction_list_json,veh_unit_no_list_json,veh_unit_type_list_json,veh_vehicle_defect_list_json,veh_vehicle_id_list_json,veh_vehicle_type_list_json,veh_vehicle_use_list_json,veh_vehicle_year_list_json,veh_area_03_i_list_json,veh_area_04_i_list_json,veh_area_11_i_list_json,veh_towed_by_list_json,veh_towed_i_list_json,veh_area_07_i_list_json,veh_area_99_i_list_json,veh_area_09_i_list_json,veh_area_10_i_list_json,veh_cmrc_veh_i_list_json,veh_num_passengers_list_json,veh_area_08_i_list_json,veh_area_00_i_list_json,veh_area_05_i_list_json,veh_area_06_i_list_json,veh_towed_to_list_json,ppl_age_list_json,ppl_airbag_deployed_list_json,ppl_bac_result_list_json,ppl_city_list_json,ppl_crash_date_list_json,ppl_driver_action_list_json,ppl_driver_vision_list_json,ppl_drivers_license_class_list_json,ppl_drivers_license_state_list_json,ppl_ejection_list_json,ppl_hospital_list_json,ppl_person_id_list_json,ppl_person_type_list_json,ppl_physical_condition_list_json,ppl_safety_equipment_list_json,ppl_sex_list_json,ppl_state_list_json,ppl_vehicle_id_list_json,ppl_zipcode_list_json,ppl_ems_agency_list_json,ppl_seat_no_list_json,ppl_pedpedal_action_list_json,ppl_pedpedal_location_list_json,ppl_pedpedal_visibility_list_json,ppl_ems_run_no_list_json,year,month,hour,day,is_weekend,hour_bin,lat_bin,lng_bin,grid_id,ppl_age_mean,ppl_age_min,ppl_age_max,prim_contributory_cause_group,ksi_flag
STRAIGHT AND LEVEL,412,2025-10-05 21:00:00,1,21,10,EA5B3176EC659832B21A30EBA176D95F0821013A3464003789F23E7841EEBB020F94DAF6DA2C6CF81B8225EF7173A7D541582900907F60E4D73E50394CFC6720,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,TURNING,41.7347194927,DARKNESS,-87.5857450346,2,30,UNABLE TO DETERMINE,NO DEFECTS,DRY,NOT APPLICABLE,S,8810,NO CONTROLS,PARKING LOT,CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,1,2,"[""Y""]",[],"[""Y""]","[""2025-10-05T21:00:00.000""]","[""2164371"", ""2164372""]","[""FRONT"", ""REAR""]","[""IL""]","[""CHEVROLET"", ""DODGE""]","[""STRAIGHT AHEAD"", ""TURNING RIGHT""]","[""DURANGO"", ""TAHOE""]","[""1"", ""3""]","[""E""]","[""1"", ""2""]","[""DRIVER""]","[""NONE""]","[""2063196"", ""2063199""]","[""PASSENGER""]","[""PERSONAL""]","[""2021"", ""2022""]",[],[],"[""Y""]",[],[],"[""Y""]",[],[],[],[],"[""2""]",[],[],"[""Y""]","[""Y""]",[],"['44', '46']","[""DID NOT DEPLOY""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-05T21:00:00.000""]","[""UNKNOWN""]","[""UNKNOWN""]","[""C"", ""D""]","[""IL""]","[""NONE""]",[],"[""O2164371"", ""O2164372"", ""P477667"", ""P477679""]","[""DRIVER"", ""PASSENGER""]","[""UNKNOWN""]","[""USAGE UNKNOWN""]","[""M""]","[""IL""]","[""2063196"", ""2063199""]","[""60617"", ""60619""]",[],"[""3"", ""6""]",[],[],[],[],2025,10,21,5,True,evening,41.73,-87.59,41.73_-87.59,45.0,44,46,OTHER,0
STRAIGHT AND LEVEL,1632,2025-10-05 20:55:00,1,20,10,ED42716614A8A5F37FF5027A825E17D9A0AE5AB8D8861A1A9310EA8BA18BD8232F41427490E0CD5BE9D2F66E18D088A05A0D57CBC0B66C000F2FC33C07AF4180,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FUNCTIONING PROPERLY,REAR END,41.9449518609,"DARKNESS, LIGHTED ROAD",-87.8068470341,2,35,UNABLE TO DETERMINE,NO DEFECTS,DRY,NOT APPLICABLE,N,3551,STOP SIGN/FLASHER,DIVIDED - W/MEDIAN (NOT RAISED),CLEAR,0.0,1.0,0.0,0.0,0.0,1.0,1,4,"[""Y""]",[],"[""Y""]","[""2025-10-05T20:55:00.000""]","[""2164396"", ""2164397""]","[""FRONT"", ""REAR""]","[""FL"", ""IL""]","[""HYUNDAI"", ""TOYOTA""]","[""SLOW/STOP IN TRAFFIC"", ""STRAIGHT AHEAD""]","[""4RUNNER"", ""SANTA FE""]","[""1"", ""3""]","[""N""]","[""1"", ""2""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""2063219"", ""2063222""]","[""PASSENGER"", ""SPORT UTILITY VEHICLE (SUV)""]","[""PERSONAL""]","[""2005"", ""2016""]",[],[],"[""Y""]","[""CITY OF CHICAGO""]","[""Y""]","[""Y""]",[],"[""Y""]","[""Y""]",[],"[""2""]","[""Y""]",[],"[""Y""]","[""N"", ""Y""]","[""POUND""]","['0', '24', '28', '30']","[""DID NOT DEPLOY"", ""NOT APPLICABLE""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-05T20:55:00.000""]","[""NONE"", ""UNKNOWN""]","[""UNKNOWN""]","[""D""]","[""IL""]","[""NONE""]","[""N/A""]","[""O2164396"", ""O2164397"", ""P477680"", ""P477681""]","[""DRIVER"", ""PASSENGER""]","[""NORMAL"", ""UNKNOWN""]","[""CHILD RESTRAINT USED IMPROPERLY"", ""USAGE UNKNOWN""]","[""F"", ""M""]","[""IL""]","[""2063219"", ""2063222""]","[""60653"", ""60659""]",[],"[""5"", ""6""]",[],[],[],[],2025,10,20,5,True,evening,41.94,-87.81,41.94_-87.81,20.5,0,30,OTHER,0
STRAIGHT AND LEVEL,1912,2025-10-05 20:49:00,1,20,10,8B29588C134C1946EC15305FC4B5D775CD656BF7050ED3CF018C7839109F41E3A89CCBAF7A0715AF8CAF5130F998B6D92A56A443DD8B4CFD32BD9FE00F3F7908,INJURY AND / OR TOW DUE TO CRASH,"$501 - $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,41.9669573796,"DARKNESS, LIGHTED ROAD",-87.6695385648,2,30,EQUIPMENT - VEHICLE CONDITION,NO DEFECTS,DRY,NOT APPLICABLE,N,4698,NO CONTROLS,DIVIDED - W/MEDIAN (NOT RAISED),CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,2,2,"[""Y""]","[""Y""]",[],"[""2025-10-05T20:49:00.000""]","[""2164388"", ""2164389""]","[""FRONT-RIGHT-CORNER"", ""REAR-LEFT-CORNER""]","[""IA"", ""IL""]","[""HONDA"", ""JEEP""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""ACCORD"", ""RENEGADE""]","[""0"", ""2""]","[""S"", ""SE""]","[""1"", ""2""]","[""DRIVER"", ""PARKED""]","[""NONE"", ""TIRES""]","[""2063212"", ""2063215""]","[""PASSENGER"", ""UNKNOWN/NA""]","[""NOT IN USE"", ""RIDESHARE SERVICE""]","[""2023"", ""2025""]","[""Y""]",[],[],"[""E&R TOWING""]","[""Y""]","[""Y""]",[],"[""Y""]",[],[],"[""1""]","[""Y""]",[],[],[],"[""701 N SACRAMENTO""]","['29', '70']","[""DEPLOYED, COMBINATION""]","[""TEST NOT OFFERED""]","[""CHICAGO"", ""LAKE IN THE HILLS""]","[""2025-10-05T20:49:00.000""]","[""UNKNOWN""]","[""NOT OBSCURED""]","[""D""]","[""IL""]","[""NONE""]","[""THOREK MEMORIAL HOSPITAL""]","[""O2164388"", ""P477672""]","[""DRIVER"", ""PASSENGER""]","[""NORMAL""]","[""USAGE UNKNOWN""]","[""F"", ""M""]","[""IL""]","[""2063212""]","[""60156"", ""60625""]","[""CFD EMS 47"", ""CFD EMS 61""]","[""6""]",[],[],[],[],2025,10,20,5,True,evening,41.97,-87.67,41.97_-87.67,49.5,29,70,OTHER,1
STRAIGHT AND LEVEL,432,2025-10-05 20:47:00,1,20,10,3B36DC75DB4C401925AD9C7D3C894504F8522603980A5877DBC0CD8494985100120633A35158BA379B6EB4323F5602C2FAB4B059D083697BB1478AC07BE756A2,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,41.7093468366,DARKNESS,-87.5378450532,7,30,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),UNKNOWN,DRY,DRIVING ON WRONG SIDE/WRONG WAY,S,10222,NO CONTROLS,NOT DIVIDED,CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,2,2,"[""Y""]","[""Y""]","[""Y""]","[""2025-10-05T20:47:00.000""]","[""2169180"", ""2169181"", ""2169182"", ""2169183"", ""2169184"", ""2169185"", ""2169186""]","[""FRONT"", ""FRONT-LEFT-CORNER""]","[""IL"", ""IN""]","[""BUICK"", ""CHEVROLET"", ""FORD"", ""KIA"", ""TOYOTA""]","[""OTHER"", ""PARKED""]","[""CAMRY"", ""ENCORE"", ""EQUINOX"", ""F150"", ""FORTE"", ""MALIBU"", ""TAHOE""]","[""0"", ""2""]","[""N"", ""S""]","[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7""]","[""DRIVER"", ""PARKED""]","[""NONE"", ""UNKNOWN""]","[""2067732"", ""2067733"", ""2067734"", ""2067735"", ""2067736"", ""2067737"", ""2067738""]","[""PASSENGER"", ""PICKUP"", ""SPORT UTILITY VEHICLE (SUV)""]","[""PERSONAL""]","[""1997"", ""2002"", ""2012"", ""2013"", ""2016"", ""2021""]","[""Y""]",[],"[""Y""]",[],"[""Y""]","[""Y""]",[],"[""Y""]","[""Y""]",[],"[""1""]","[""Y""]",[],[],[],[],"['55', '91']","[""DEPLOYED, COMBINATION""]","[""TEST REFUSED""]","[""CHICAGO""]","[""2025-10-05T20:47:00.000""]","[""OTHER""]","[""UNKNOWN""]","[""D""]","[""IL""]","[""UNKNOWN""]","[""TRINITY"", ""UNIVERSITY OF CHICAGO""]","[""O2169180"", ""P478618""]","[""DRIVER"", ""PASSENGER""]","[""HAD BEEN DRINKING""]","[""USAGE UNKNOWN""]","[""F"", ""M""]","[""IL""]","[""2067732""]","[""60617""]","[""AMBO 71""]","[""3""]",[],[],[],[],2025,10,20,5,True,evening,41.71,-87.54,41.71_-87.54,73.0,55,91,DUI/IMPAIRMENT,1
STRAIGHT AND LEVEL,1831,2025-10-05 20:45:00,1,20,10,E55E4C43935167D281CFB4A7F9271C49C71A31A811460EB6E324E9C6409EC25F492CFA7EAFE2A6FC2DFB15C60CABC5E69847FEFA0697659A237E9E55A329AFF2,NO INJURY / DRIVE AWAY,"$501 - $1,500",NO CONTROLS,ANGLE,41.8940005206,"DARKNESS, LIGHTED ROAD",-87.6419496012,2,30,FAILING TO YIELD RIGHT-OF-WAY,UNKNOWN,DRY,DISTRACTION - FROM INSIDE VEHICLE,W,510,NO CONTROLS,NOT DIVIDED,CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,1,1,"[""Y""]",[],"[""Y""]","[""2025-10-05T20:45:00.000""]","[""2164640"", ""2164641""]","[""FRONT"", ""FRONT-RIGHT-CORNER""]","[""IL""]","[""HONDA"", ""KIA""]","[""ENTERING TRAFFIC LANE FROM PARKING"", ""STRAIGHT AHEAD""]","[""FIT"", ""OPTIMA / K5""]","[""1""]","[""S"", ""W""]","[""1"", ""2""]","[""DRIVER""]","[""UNKNOWN""]","[""2063446"", ""2063447""]","[""PASSENGER""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2010""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['24'],"[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-05T20:45:00.000""]","[""CELL PHONE USE OTHER THAN TEXTING"", ""OTHER""]","[""OTHER"", ""PARKED VEHICLES""]",[],"[""IL""]","[""NONE""]",[],"[""O2164640"", ""O2164641""]","[""DRIVER""]","[""NORMAL"", ""UNKNOWN""]","[""USAGE UNKNOWN""]","[""M""]","[""IL""]","[""2063446"", ""2063447""]","[""60640""]",[],[],[],[],[],[],2025,10,20,5,True,evening,41.89,-87.64,41.89_-87.64,24.0,24,24,FAILURE-TO-YIELD,0
STRAIGHT AND LEVEL,424,2025-10-05 20:41:00,1,20,10,40F2411A24C2DD61BD2769EE5233C710E2C1A68F4FFFC46C91022E448912D260D6D87982A34B3D124461CEF0CAA5AF7D47862C7A4B9C940C2BFA5B06D9E5CD55,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,41.7294763808,"DARKNESS, LIGHTED ROAD",-87.5510957909,2,30,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNKNOWN,DRY,UNABLE TO DETERMINE,S,9119,NO CONTROLS,NOT DIVIDED,CLEAR,0.0,1.0,0.0,0.0,0.0,1.0,2,1,"[""N""]","[""N""]",[],"[""2025-10-05T20:41:00.000""]","[""2164382"", ""2164383""]","[""SIDE-LEFT"", ""SIDE-RIGHT""]","[""IL""]","[""CHEVROLET"", ""FORD""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""EDGE"", ""TRAIL BLAZER""]","[""1"", ""2""]","[""N""]","[""1"", ""2""]","[""DRIVER"", ""PARKED""]","[""NONE"", ""UNKNOWN""]","[""2063205"", ""2063209""]","[""PASSENGER"", ""UNKNOWN/NA""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2021""]","[""N""]","[""N""]",[],[],[],[],"[""Y""]",[],"[""Y""]",[],"[""2""]",[],[],"[""N""]",[],[],['21'],"[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""TEST NOT OFFERED""]","[""LANSING""]","[""2025-10-05T20:41:00.000""]","[""OTHER""]","[""UNKNOWN""]",[],[],"[""NONE"", ""UNKNOWN""]",[],"[""O2164382"", ""P477670"", ""P477671""]","[""DRIVER"", ""PASSENGER""]","[""UNKNOWN""]","[""USAGE UNKNOWN""]","[""F"", ""M""]","[""IL""]","[""2063205"", ""2063209""]","[""60438""]",[],"[""1"", ""3""]",[],[],[],[],2025,10,20,5,True,evening,41.73,-87.55,41.73_-87.55,21.0,21,21,OTHER,0
STRAIGHT AND LEVEL,725,2025-10-05 20:40:00,1,20,10,B062074058B9CC6CA0DC6689E9E73C177C6E346500C7F263934B5A11B116AEEAD0DE04CD51E3A7F5D4D872FA30BDE49C8E827D11D4C7743C1455D05124C13300,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,REAR END,41.7722860856,DARKNESS,-87.6651927655,2,30,UNABLE TO DETERMINE,NO DEFECTS,DRY,NOT APPLICABLE,W,1630,NO CONTROLS,NOT DIVIDED,CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,1,2,"[""Y""]",[],"[""Y""]","[""2025-10-05T20:40:00.000""]","[""2164360"", ""2164361""]","[""FRONT"", ""REAR""]","[""IL"", ""IN""]","[""MERCEDES-BENZ"", ""TOYOTA""]","[""STRAIGHT AHEAD""]","[""COROLLA"", ""ML350""]","[""1""]","[""E""]","[""1"", ""2""]","[""DRIVER""]","[""UNKNOWN""]","[""2063186"", ""2063190""]","[""PASSENGER""]","[""PERSONAL""]","[""2009"", ""2015""]",[],[],"[""Y""]",[],[],"[""Y""]",[],[],[],[],[],[],[],"[""Y""]","[""Y""]",[],"['18', '26']","[""NOT APPLICABLE""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-05T20:40:00.000""]","[""UNKNOWN""]","[""NOT OBSCURED"", ""UNKNOWN""]",[],"[""IL"", ""XX""]","[""NONE""]",[],"[""O2164360"", ""O2164361""]","[""DRIVER""]","[""UNKNOWN""]","[""USAGE UNKNOWN""]","[""F"", ""M""]","[""IL""]","[""2063186"", ""2063190""]","[""60621"", ""60639""]",[],[],[],[],[],[],2025,10,20,5,True,evening,41.77,-87.67,41.77_-87.67,22.0,18,26,OTHER,0
STRAIGHT AND LEVEL,822,2025-10-05 20:39:00,1,20,10,F41B6994993DEDB15DD04C3DE126FC000C3842570818838DAF327A1E1C20B9C6D640A0EF62BE2B62B213EB7E1DA65345980E730B19EF0295E662F5DA2A80DD0A,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",NO CONTROLS,REAR END,41.7933215121,UNKNOWN,-87.7226671458,2,30,UNABLE TO DETERMINE,UNKNOWN,UNKNOWN,NOT APPLICABLE,W,3948,NO CONTROLS,NOT DIVIDED,CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,1,3,"[""Y""]",[],"[""Y""]","[""2025-10-05T20:39:00.000""]","[""2164380"", ""2164381""]","[""FRONT"", ""REAR""]","[""IL""]","[""CHEVROLET"", ""HUMMER""]","[""STRAIGHT AHEAD""]","[""HUMMER"", ""TRAVERSE""]","[""1"", ""2""]","[""E""]","[""1"", ""2""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""2063203"", ""2063208""]","[""SPORT UTILITY VEHICLE (SUV)""]","[""PERSONAL""]","[""2008"", ""2020""]",[],[],"[""Y""]",[],[],"[""Y""]",[],[],[],[],"[""1""]","[""N""]",[],"[""Y""]","[""Y""]",[],"['21', '34', '41']","[""DID NOT DEPLOY""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-05T20:39:00.000""]","[""NONE"", ""UNKNOWN""]","[""NOT OBSCURED"", ""UNKNOWN""]","[""D""]","[""IL""]","[""NONE"", ""UNKNOWN""]","[""ST ANTHONY""]","[""O2164380"", ""O2164381"", ""P477669""]","[""DRIVER"", ""PASSENGER""]","[""NORMAL"", ""UNKNOWN""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""F"", ""M""]","[""IL""]","[""2063203"", ""2063208""]","[""60632""]","[""CFD#69""]","[""3""]",[],[],[],[],2025,10,20,5,True,evening,41.79,-87.72,41.79_-87.72,32.0,21,41,OTHER,1
STRAIGHT AND LEVEL,614,2025-10-05 20:20:00,1,20,10,E3B69D58941A21FF5F6858E0164613DD5502E9A5B2EB206C834D91017A22D12CC02254DAB6C0B5BDFC62087AB60ACB1D7BF045F783322AB8401F7D791361B864,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",FUNCTIONING PROPERLY,ANGLE,41.7393389756,"DARKNESS, LIGHTED ROAD",-87.6633009806,2,35,UNABLE TO DETERMINE,NO DEFECTS,DRY,NOT APPLICABLE,S,8500,TRAFFIC SIGNAL,NOT DIVIDED,CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,1,5,"[""Y""]",[],"[""Y""]","[""2025-10-05T20:20:00.000""]","[""2164348"", ""2164349""]","[""FRONT"", ""SIDE-LEFT""]","[""IL"", ""IN""]","[""LEXUS"", ""NISSAN""]","[""STRAIGHT AHEAD""]","[""PATHFINDER"", ""RX350""]","[""2"", ""4""]","[""E"", ""S""]","[""1"", ""2""]","[""DRIVER""]","[""NONE""]","[""2063177"", ""2063184""]","[""PASSENGER""]","[""OTHER"", ""PERSONAL""]","[""2019"", ""2022""]",[],[],"[""Y""]","[""city pound 2""]","[""Y""]","[""Y""]",[],"[""Y""]","[""Y""]",[],"[""1"", ""3""]","[""Y""]",[],[],[],"[""city pound 2""]","['15', '28', '29', '37', '41']","[""DEPLOYED, COMBINATION"", ""DEPLOYMENT UNKNOWN""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-05T20:20:00.000""]","[""DISREGARDED CONTROL DEVICES"", ""NONE""]","[""UNKNOWN""]",[],[],"[""NONE""]","[""CHRIST"", ""CHRIST HOSPITAL"", ""UNIVERSITY OF CHICAGO""]","[""O2164348"", ""O2164349"", ""P477661"", ""P477663"", ""P477676"", ""P477677""]","[""DRIVER"", ""PASSENGER""]","[""NORMAL"", ""UNKNOWN""]","[""NONE PRESENT"", ""USAGE UNKNOWN""]","[""F"", ""M""]","[""IL""]","[""2063177"", ""2063184""]",[],"[""CFD""]","[""3"", ""4"", ""6""]",[],[],[],"[""26""]",2025,10,20,5,True,evening,41.74,-87.66,41.74_-87.66,30.0,15,41,OTHER,1
STRAIGHT AND LEVEL,2534,2025-10-05 20:00:00,1,20,10,53B3C8330B5002133F63BECAF31E062214536DE1F75DD3AC1D6DC74BE4C3F2990139862653649B001A8D9A27AE8A3BC72A76548C2187F2BE727BF6DA4244CA9A,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,41.9060402718,"DARKNESS, LIGHTED ROAD",-87.7350724226,2,25,FOLLOWING TOO CLOSELY,NO DEFECTS,DRY,IMPROPER TURNING/NO SIGNAL,W,4331,NO CONTROLS,T-INTERSECTION,CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,2,0,"[""Y""]","[""Y""]",[],"[""2025-10-05T20:00:00.000""]","[""2164357"", ""2164358""]","[""SIDE-RIGHT"", ""UNKNOWN""]","[""IL"", ""MN""]","[""FORD"", ""FREIGHTLINER CORPORATION""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""OTHER (EXPLAIN IN NARRATIVE)"", ""TAURUS""]","[""0"", ""1""]","[""W""]","[""1"", ""2""]","[""DRIVER"", ""PARKED""]","[""NONE"", ""UNKNOWN""]","[""2063183"", ""2063185""]","[""PASSENGER"", ""SINGLE UNIT TRUCK WITH TRAILER""]","[""NOT IN USE"", ""OTHER""]","[""2014"", ""2019""]","[""Y""]","[""Y""]",[],[],[],[],[],[],[],[],[],[],[],"[""Y""]",[],[],[],"[""DEPLOYMENT UNKNOWN""]","[""TEST NOT OFFERED""]",[],"[""2025-10-05T20:00:00.000""]","[""FOLLOWED TOO CLOSELY""]","[""UNKNOWN""]",[],[],"[""NONE""]",[],"[""O2164357""]","[""DRIVER""]","[""UNKNOWN""]","[""USAGE UNKNOWN""]","[""M""]",[],"[""2063183""]",[],[],[],[],[],[],[],2025,10,20,5,True,evening,41.91,-87.74,41.91_-87.74,0.0,0,0,FOLLOWING TOO CLOSELY,0
STRAIGHT AND LEVEL,1135,2025-10-05 19:55:00,1,19,10,3696C029F087D7F9AAE9B2ADFC2ABE3C76EC286E00BB4D07B7930F7A985C67471C5FFBF3D5C27AA162F65F10ABE9D492BB88330372AB9B695E7CBF691A71B72D,NO INJURY / DRIVE AWAY,"OVER $1,500",NO CONTROLS,REAR END,41.8720371779,DARKNESS,-87.7003024814,2,20,UNABLE TO DETERMINE,NO DEFECTS,DRY,UNABLE TO DETERMINE,W,2944,NO CONTROLS,ONE-WAY,CLEAR,0.0,1.0,0.0,0.0,0.0,1.0,1,1,"[""Y""]","[""Y""]",[],"[""2025-10-05T19:55:00.000""]","[""2164335"", ""2164336""]","[""OTHER"", ""UNKNOWN""]","[""IL""]","[""DODGE"", ""UNKNOWN""]","[""STRAIGHT AHEAD""]","[""JOURNEY"", ""OPEN BODY""]","[""1"", ""4""]","[""W""]","[""1"", ""2""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""2063163"", ""2063171""]","[""PASSENGER"", ""UNKNOWN/NA""]","[""PERSONAL""]","[""2017""]","[""Y""]",[],[],[],[],"[""Y""]",[],"[""Y""]",[],[],"[""3""]","[""Y""]",[],[],"[""Y""]",[],['42'],"[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY"", ""NOT APPLICABLE""]","[""TEST NOT OFFERED""]","[""PLAINFIELD""]","[""2025-10-05T19:55:00.000""]","[""NONE"", ""UNKNOWN""]","[""NOT OBSCURED"", ""UNKNOWN""]","[""D""]","[""IL""]","[""NONE""]",[],"[""O2164335"", ""O2164336"", ""P477656"", ""P477657"", ""P477658""]","[""DRIVER"", ""PASSENGER""]","[""NORMAL"", ""UNKNOWN""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""F"", ""M"", ""X""]","[""IL""]","[""2063163"", ""2063171""]","[""60586""]",[],"[""10"", ""12"", ""3""]",[],[],[],[],2025,10,19,5,True,evening,41.87,-87.7,41.87_-87.7,42.0,42,42,OTHER,0
STRAIGHT AND LEVEL,412,2025-10-05 19:48:00,1,19,10,EAD9421AB200F9D8D20008686EE1029117942DA19C30E736A0A007F091224D4E8698F95F1CD092E52039FAF664B824CE7FCB9EFF6D9475C50F3A106F41F9CB06,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",NO CONTROLS,PARKED MOTOR VEHICLE,41.7346072332,DAYLIGHT,-87.5670119602,3,25,ANIMAL,NO DEFECTS,DRY,ANIMAL,S,8825,NO CONTROLS,NOT DIVIDED,CLEAR,0.0,0.0,0.0,0.0,0.0,1.0,2,1,"[""Y""]",[],"[""Y""]","[""2025-10-05T19:48:00.000""]","[""2164368"", ""2164369"", ""2164370""]","[""FRONT""]","[""IL""]","[""HYUNDAI"", ""KIA"", ""TOYOTA""]","[""PARKED"", ""STRAIGHT AHEAD""]","[""CAMRY"", ""SONATA"", ""SPORTAGE""]","[""0"", ""1""]","[""N"", ""S""]","[""1"", ""2"", ""3""]","[""DRIVER"", ""PARKED""]","[""NONE""]","[""2063194"", ""2063200"", ""2063204""]","[""PASSENGER""]","[""PERSONAL""]","[""2010"", ""2015"", ""2016""]",[],[],"[""Y""]","[""ss""]","[""Y""]",[],[],[],"[""Y""]",[],[],[],[],[],[],"[""pound 2""]",['39'],"[""DEPLOYMENT UNKNOWN""]","[""TEST NOT OFFERED""]","[""CHICAGO""]","[""2025-10-05T19:48:00.000""]","[""NONE""]","[""NOT OBSCURED""]","[""D""]","[""IL""]","[""NONE""]",[],"[""O2164368""]","[""DRIVER""]","[""NORMAL""]","[""SAFETY BELT USED""]","[""M""]","[""IL""]","[""2063194""]","[""60619""]",[],[],[],[],[],[],2025,10,19,5,True,evening,41.73,-87.57,41.73_-87.57,39.0,39,39,OTHER,0
