alignment,beat_of_occurrence,crash_date,crash_day_of_week,crash_hour,crash_month,crash_record_id,crash_type,damage,date_police_notified,device_condition,first_crash_type,hit_and_run_i,injuries_fatal,injuries_incapacitating,injuries_no_indication,injuries_non_incapacitating,injuries_reported_not_evident,injuries_total,injuries_unknown,latitude,lighting_condition,longitude,most_severe_injury,num_units,posted_speed_limit,prim_contributory_cause,report_type,road_defect,roadway_surface_cond,sec_contributory_cause,street_direction,street_name,street_no,traffic_control_device,trafficway_type,weather_condition,intersection_related_i,crash_date_est_i,private_property_i,statements_taken_i,photos_taken_i,work_zone_i,veh_count,ppl_count,location_json,veh_first_contact_point_list_json,veh_maneuver_list_json,veh_towed_i_list_json,veh_travel_direction_list_json,veh_unit_type_list_json,veh_vehicle_defect_list_json,veh_vehicle_use_list_json,veh_vehicle_year_list_json,ppl_age_list_json,ppl_airbag_deployed_list_json,ppl_ejection_list_json,ppl_injury_classification_list_json,ppl_person_type_list_json,ppl_safety_equipment_list_json,ppl_sex_list_json,ppl_seat_no_list_json
STRAIGHT AND LEVEL,1133,2025-09-19T22:44:00.000,6,22,9,e6c42a00661bd90c67b6e2731cd9db8886d6468e2238e28a19559f02f77cda8e2e98149be5211d339a9e93c8b103d418fbafd9d67bf64f2a7a65a874a44f0474,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-19T23:22:00.000,NO CONTROLS,SIDESWIPE SAME DIRECTION,Y,0,0,2,0,0,0,0,41.8737367309,"DARKNESS, LIGHTED ROAD",-87.7109060035,NO INDICATION OF INJURY,2,30,IMPROPER LANE USAGE,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,FOLLOWING TOO CLOSELY,W,HARRISON ST,3400,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,2,2,"{""coordinates"": [-87.710906003482, 41.873736730932], ""type"": ""Point""}","[""FRONT-LEFT-CORNER"", ""REAR-RIGHT-CORNER""]","[""PASSING/OVERTAKING"", ""STRAIGHT AHEAD""]",[],"[""E""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""PERSONAL""]","[""2016"", ""2018""]","[""66""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""M""]",[]
STRAIGHT AND LEVEL,1023,2025-09-19T22:45:00.000,6,22,9,0e4a12b606353efff3f84bf23d8229d09f182d7a46e47eee3daad6dcee9c844c00e38a17add0bbb3898079e87e6ffb0bd0b4ebada19dac8fa142a3546d559df9,NO INJURY / DRIVE AWAY,"$501 - $1,500",2025-09-19T23:40:00.000,NO CONTROLS,TURNING,,0,0,2,0,0,0,0,41.8537660863,"DARKNESS, LIGHTED ROAD",-87.6863586671,NO INDICATION OF INJURY,2,30,IMPROPER OVERTAKING/PASSING,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,NOT APPLICABLE,W,21ST ST,2415,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,2,2,"{""coordinates"": [-87.686358667063, 41.853766086278], ""type"": ""Point""}","[""SIDE-LEFT-FRONT"", ""SIDE-RIGHT-FRONT""]","[""STRAIGHT AHEAD"", ""TURNING LEFT""]",[],"[""W""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2017""]","[""20""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""M"", ""X""]",[]
STRAIGHT AND LEVEL,513,2025-09-19T22:54:00.000,6,22,9,e821790ad7fdb6a5e87c5adf1e27bbea9ed5a267589da9bd1af80741cdbf57bb466bb85ab09bdaae55a1d9adef525d05f9904ceccb30319871572b5e90aa1146,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-19T23:38:00.000,OTHER,TURNING,,0,0,5,0,0,0,0,41.6927527107,"DARKNESS, LIGHTED ROAD",-87.5969887539,NO INDICATION OF INJURY,2,30,IMPROPER OVERTAKING/PASSING,ON SCENE,NO DEFECTS,DRY,IMPROPER OVERTAKING/PASSING,S,DOTY AVE E,11100,TRAFFIC SIGNAL,NOT DIVIDED,CLEAR,,,,,,,2,5,"{""coordinates"": [-87.59698875385, 41.692752710685], ""type"": ""Point""}","[""SIDE-LEFT""]","[""STRAIGHT AHEAD"", ""TURNING RIGHT""]",[],"[""N"", ""W""]","[""DRIVER""]","[""OTHER"", ""UNKNOWN""]","[""OTHER"", ""PERSONAL""]","[""2013"", ""2025""]","[""52"", ""6"", ""65"", ""66"", ""7""]","[""NOT APPLICABLE""]","[""NONE"", ""UNKNOWN""]","[""NO INDICATION OF INJURY""]","[""DRIVER"", ""PASSENGER""]","[""BOOSTER SEAT"", ""USAGE UNKNOWN""]","[""F"", ""M""]","[""3"", ""4"", ""6""]"
STRAIGHT AND LEVEL,623,2025-09-19T22:55:00.000,6,22,9,d15cf81ba55320894da5558313ee6de023a659a94fb8ecd6fd2714647e0d7f9925cdb86fb93f732c90c0d2bdcbc7bfccbefd1c61de45b0be3f2478497c1791cb,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-19T22:55:00.000,FUNCTIONING PROPERLY,SIDESWIPE SAME DIRECTION,,0,0,3,0,0,0,0,41.7508303581,"DARKNESS, LIGHTED ROAD",-87.6251802018,NO INDICATION OF INJURY,2,30,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,ON SCENE,UNKNOWN,DRY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,W,79TH ST,15,TRAFFIC SIGNAL,NOT DIVIDED,CLEAR,,,,N,,,2,3,"{""coordinates"": [-87.625180201785, 41.750830358086], ""type"": ""Point""}","[""SIDE-LEFT-REAR"", ""SIDE-RIGHT-REAR""]","[""OTHER"", ""PASSING/OVERTAKING""]",[],"[""E""]","[""DRIVER""]","[""UNKNOWN""]","[""CTA"", ""POLICE""]","[""2006"", ""2017""]","[""30"", ""35"", ""62""]","[""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER"", ""PASSENGER""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""F"", ""M""]","[""3""]"
STRAIGHT ON GRADE,1932,2025-09-19T22:59:00.000,6,22,9,d1418357b463489ed580d8e8c152cd6a226bd4eccbfe4fc029837bf128181abf11f00df281df75d73d5509d662e98d74f67ab85074133552f7069af2dc826cc0,NO INJURY / DRIVE AWAY,$500 OR LESS,2025-09-20T00:23:00.000,OTHER,PARKED MOTOR VEHICLE,,0,0,1,0,0,0,0,41.9326540412,DUSK,-87.6593949162,NO INDICATION OF INJURY,2,30,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT ON SCENE (DESK REPORT),UNKNOWN,DRY,NOT APPLICABLE,W,DIVERSEY PKWY,1216,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,2,1,"{""coordinates"": [-87.659394916166, 41.932654041195], ""type"": ""Point""}","[""FRONT-RIGHT-CORNER"", ""REAR""]","[""PARKED"", ""STRAIGHT AHEAD""]",[],"[""W""]","[""DRIVER"", ""PARKED""]","[""UNKNOWN""]","[""PERSONAL""]","[""2013"", ""2018""]",[],"[""DID NOT DEPLOY""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED""]","[""M""]",[]
STRAIGHT AND LEVEL,924,2025-09-19T23:11:00.000,6,23,9,136a80128e673afa1e99d090116ed1b35ad7b77611a39bef3d239582a0d2e5d47d94c333998cab7c8e9517d1bf9291acba3f6a0d3f176fbb5743c48b3e950280,INJURY AND / OR TOW DUE TO CRASH,$500 OR LESS,2025-09-20T01:46:00.000,FUNCTIONING PROPERLY,PEDALCYCLIST,Y,0,0,1,1,0,1,0,41.8103461274,"DARKNESS, LIGHTED ROAD",-87.6651655862,NONINCAPACITATING INJURY,2,30,FAILING TO YIELD RIGHT-OF-WAY,ON SCENE,NO DEFECTS,DRY,UNABLE TO DETERMINE,S,ASHLAND AVE,4600,TRAFFIC SIGNAL,FOUR WAY,CLEAR,Y,,,,,,2,2,"{""coordinates"": [-87.665165586176, 41.810346127362], ""type"": ""Point""}","[""UNKNOWN""]","[""TURNING LEFT""]",[],"[""N""]","[""BICYCLE"", ""DRIVER""]","[""UNKNOWN""]","[""UNKNOWN/NA""]","[""2020""]","[""16""]","[""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""NONINCAPACITATING INJURY""]","[""BICYCLE"", ""DRIVER""]","[""HELMET NOT USED"", ""NONE PRESENT""]","[""M"", ""X""]",[]
STRAIGHT AND LEVEL,122,2025-09-19T23:13:00.000,6,23,9,71628185e143d34a72f0fb774b780abdd7149d378835fa235d53c9d5753e53cd392568ec90b1c2c5a6f45f4f6cae89e3eb5cb85529ae3f5d236d0ef049856ed6,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-20T00:40:00.000,NO CONTROLS,SIDESWIPE SAME DIRECTION,Y,0,0,2,0,0,0,0,41.8757001185,"DARKNESS, LIGHTED ROAD",-87.6336295055,NO INDICATION OF INJURY,2,30,IMPROPER LANE USAGE,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,UNABLE TO DETERMINE,W,IDA B WELLS DR,198,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,2,2,"{""coordinates"": [-87.633629505483, 41.875700118504], ""type"": ""Point""}","[""SIDE-LEFT-REAR"", ""SIDE-RIGHT-REAR""]","[""CHANGING LANES"", ""STRAIGHT AHEAD""]",[],"[""W""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""PERSONAL""]","[""2004"", ""2018""]","[""23""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""F"", ""M""]",[]
STRAIGHT AND LEVEL,523,2025-09-19T23:13:00.000,6,23,9,dc12c7e3970038ef49df367a0438d310e20bbb42b56a9ca3387fdefc886c2e47d00b79dd165e81542c0144cbe6aaeaedbb0904b31ff89e80aef1feca314c9ecd,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-19T23:14:00.000,NO CONTROLS,REAR END,Y,0,0,2,0,0,0,0,41.6634482575,"DARKNESS, LIGHTED ROAD",-87.6300670397,NO INDICATION OF INJURY,2,35,UNABLE TO DETERMINE,ON SCENE,NO DEFECTS,DRY,NOT APPLICABLE,W,127TH ST,314,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,2,2,"{""coordinates"": [-87.630067039709, 41.663448257523], ""type"": ""Point""}","[""FRONT"", ""REAR""]","[""STRAIGHT AHEAD""]",[],"[""E""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""PERSONAL""]","[""2000"", ""2024""]","[""22""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""M"", ""X""]",[]
STRAIGHT AND LEVEL,1811,2025-09-19T23:20:00.000,6,23,9,0038e3b82a3631bb5c2138674fc6f5c2665ded5a798ddad326527bd681e749adba5e108010bcae4697b9928066c6cca1ebfe4f42d7d08eed496c9b88ea1c0c9f,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-20T10:25:00.000,NO CONTROLS,PARKED MOTOR VEHICLE,Y,0,0,1,0,0,0,0,41.9169915623,"DARKNESS, LIGHTED ROAD",-87.6555284016,NO INDICATION OF INJURY,2,20,NOT APPLICABLE,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,NOT APPLICABLE,N,SEMINARY AVE,1932,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,2,1,"{""coordinates"": [-87.655528401601, 41.916991562281], ""type"": ""Point""}","[""TOTAL (ALL AREAS)"", ""UNKNOWN""]","[""PARKED"", ""UNKNOWN/NA""]",[],"[""N"", ""UNKNOWN""]","[""DRIVER"", ""PARKED""]","[""UNKNOWN""]","[""OTHER"", ""UNKNOWN/NA""]",[],[],"[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""USAGE UNKNOWN""]","[""X""]",[]
STRAIGHT AND LEVEL,1212,2025-09-19T23:20:00.000,6,23,9,8634906d5d2e0555eace0078661c6b7faf718c1f80527e5742f2be88f74cefddabc3ce2353b2cdd47fccae84867496c7ea5d84cce1ed4de8f46c27c015359ffd,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-19T23:24:00.000,FUNCTIONING PROPERLY,TURNING,,0,0,2,6,0,6,0,41.8957869549,"DARKNESS, LIGHTED ROAD",-87.6869905861,NONINCAPACITATING INJURY,4,30,DISREGARDING TRAFFIC SIGNALS,ON SCENE,UNKNOWN,DRY,NOT APPLICABLE,N,WESTERN AVE,800,TRAFFIC SIGNAL,DIVIDED - W/MEDIAN (NOT RAISED),CLEAR,Y,,,,,,4,8,"{""coordinates"": [-87.686990586112, 41.895786954854], ""type"": ""Point""}","[""FRONT"", ""SIDE-RIGHT""]","[""SLOW/STOP IN TRAFFIC"", ""STRAIGHT AHEAD"", ""TURNING LEFT""]","[""Y""]","[""E"", ""NW"", ""S""]","[""DRIVER""]","[""UNKNOWN""]","[""PERSONAL"", ""TAXI/FOR HIRE""]","[""2007"", ""2014"", ""2017"", ""2025""]","[""22"", ""24"", ""27"", ""30"", ""38"", ""44"", ""45"", ""59""]","[""DEPLOYED, COMBINATION"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""NONINCAPACITATING INJURY""]","[""DRIVER"", ""PASSENGER""]","[""DOT COMPLIANT MOTORCYCLE HELMET"", ""USAGE UNKNOWN""]","[""F"", ""M""]","[""3"", ""4"", ""6""]"
STRAIGHT AND LEVEL,133,2025-09-19T23:30:00.000,6,23,9,8f692b1a9bd229f17a36d4a4db99a026223c4c98e66e7027f8b100cfd4c71b3a78a3a5e5a3f638deddcceb889babe17e7db0d144fa3e10c4b589624e625a85c6,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-19T23:31:00.000,NO CONTROLS,FIXED OBJECT,,0,0,1,0,0,0,0,41.8453428673,"DARKNESS, LIGHTED ROAD",-87.6109980445,NO INDICATION OF INJURY,1,40,IMPROPER LANE USAGE,ON SCENE,NO DEFECTS,DRY,NOT APPLICABLE,S,LAKE SHORE DR NB,2619,NO CONTROLS,DIVIDED - W/MEDIAN BARRIER,CLEAR,,,,,,,1,1,"{""coordinates"": [-87.610998044537, 41.845342867304], ""type"": ""Point""}","[""FRONT""]","[""STRAIGHT AHEAD""]","[""Y""]","[""N""]","[""DRIVER""]","[""NONE""]","[""PERSONAL""]","[""2011""]","[""35""]","[""DEPLOYED, FRONT""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED""]","[""M""]",[]
STRAIGHT AND LEVEL,1113,2025-09-19T23:30:00.000,6,23,9,da5cc3aabc4cfb78b8660be2057a60dc33b677bbb948c2251127889b97a53a177e7b9b30ca87d910c58550eefbda9fbfb9aca703a2f02606dd1058c9166876ac,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-20T09:00:00.000,FUNCTIONING PROPERLY,ANGLE,Y,0,0,2,0,0,0,0,41.8804603974,"DARKNESS, LIGHTED ROAD",-87.742974644,NO INDICATION OF INJURY,2,30,FAILING TO YIELD RIGHT-OF-WAY,ON SCENE,NO DEFECTS,DRY,DISREGARDING STOP SIGN,S,KILPATRICK AVE,2,STOP SIGN/FLASHER,FOUR WAY,CLEAR,Y,,,,,,2,2,"{""coordinates"": [-87.742974644037, 41.8804603974], ""type"": ""Point""}","[""FRONT"", ""SIDE-RIGHT""]","[""STRAIGHT AHEAD""]","[""Y""]","[""E"", ""S""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""PERSONAL""]","[""2003"", ""2019""]","[""43""]","[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""F"", ""X""]",[]
STRAIGHT AND LEVEL,1433,2025-09-19T23:40:00.000,6,23,9,5bc8961992bffd79dfe49fa665af0967b1b33e36d3d46e45bc4dcfee56bd5edc4339496e66fc8d1f3f9111cf681706d821069287d573db0560526e61f4a3b712,NO INJURY / DRIVE AWAY,"OVER $1,500",2025-09-20T01:05:00.000,FUNCTIONING PROPERLY,REAR END,,0,0,3,0,0,0,0,41.9036178177,"DARKNESS, LIGHTED ROAD",-87.6574736354,NO INDICATION OF INJURY,2,35,UNABLE TO DETERMINE,NOT ON SCENE (DESK REPORT),NO DEFECTS,DRY,NOT APPLICABLE,W,DIVISION ST,1200,TRAFFIC SIGNAL,FOUR WAY,CLEAR,Y,,,,,,2,3,"{""coordinates"": [-87.657473635421, 41.903617817686], ""type"": ""Point""}","[""REAR"", ""UNKNOWN""]","[""SLOW/STOP IN TRAFFIC"", ""STRAIGHT AHEAD""]",[],"[""W""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2017"", ""2018""]",[],"[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER"", ""PASSENGER""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""F"", ""M""]","[""3""]"
STRAIGHT AND LEVEL,834,2025-09-19T23:42:00.000,6,23,9,b109f72b2b875ae44f5632b16f9c075731ded57e50503b2b6b12289966ce16a9f37990617ad2fd119a4e916a151f0a5a359e1fa90c6143f987ecd16c09472247,INJURY AND / OR TOW DUE TO CRASH,"$501 - $1,500",2025-09-19T23:46:00.000,NO CONTROLS,SIDESWIPE SAME DIRECTION,Y,0,0,2,1,0,1,0,41.7425656332,"DARKNESS, LIGHTED ROAD",-87.7047734247,NONINCAPACITATING INJURY,2,30,FAILING TO REDUCE SPEED TO AVOID CRASH,ON SCENE,NO DEFECTS,DRY,IMPROPER LANE USAGE,W,83RD ST,3302,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,2,3,"{""coordinates"": [-87.704773424661, 41.742565633151], ""type"": ""Point""}","[""FRONT-RIGHT-CORNER"", ""REAR-LEFT-CORNER""]","[""STRAIGHT AHEAD""]",[],"[""W""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""RIDESHARE SERVICE"", ""UNKNOWN/NA""]","[""2012""]","[""42"", ""45""]","[""DEPLOYMENT UNKNOWN"", ""NOT APPLICABLE""]","[""NONE"", ""UNKNOWN""]","[""NO INDICATION OF INJURY"", ""NONINCAPACITATING INJURY""]","[""DRIVER"", ""PASSENGER""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""M"", ""X""]","[""12""]"
STRAIGHT AND LEVEL,132,2025-09-19T23:45:00.000,6,23,9,555446eaebbd02c210dceb1bded9c0b16408e07c9d45cc242e0e96ffd114096ec279f0e55d75e34c75014bb5cba3e39d128649ae81336246e6c8ab1dfb68dc6f,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-20T00:55:00.000,NO CONTROLS,FIXED OBJECT,,0,0,1,0,0,0,0,41.8511074802,"DARKNESS, LIGHTED ROAD",-87.6128666325,NO INDICATION OF INJURY,1,30,UNABLE TO DETERMINE,ON SCENE,UNKNOWN,UNKNOWN,NOT APPLICABLE,S,LAKE SHORE DR NB,2301,NO CONTROLS,DIVIDED - W/MEDIAN (NOT RAISED),CLEAR,,N,Y,,,,1,1,"{""coordinates"": [-87.612866632544, 41.85110748019], ""type"": ""Point""}","[""FRONT""]","[""UNKNOWN/NA""]","[""Y""]","[""N""]","[""DRIVER""]","[""NONE""]","[""NOT IN USE""]","[""2023""]",[],"[""DEPLOYMENT UNKNOWN""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""USAGE UNKNOWN""]","[""X""]",[]
STRAIGHT AND LEVEL,132,2025-09-19T23:58:00.000,6,23,9,001e5dd42b3d8236fb3b07366a4a46351ea671ea83de90ec4a9ae718219c1ef0ffe431614ddaf2731162d5de9c717c9c78726bb4284ff0cc5169f2354bb8bf0c,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-20T13:00:00.000,NO CONTROLS,SIDESWIPE SAME DIRECTION,,0,0,1,1,0,1,0,41.852120514,DARKNESS,-87.6191458504,NONINCAPACITATING INJURY,2,30,IMPROPER OVERTAKING/PASSING,NOT ON SCENE (DESK REPORT),UNKNOWN,DRY,UNABLE TO DETERMINE,S,DR MARTIN LUTHER KING JR DR,2230,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,2,2,"{""coordinates"": [-87.619145850359, 41.852120513994], ""type"": ""Point""}","[""FRONT-RIGHT-CORNER"", ""SIDE-LEFT""]","[""CHANGING LANES"", ""STRAIGHT AHEAD""]","[""Y""]","[""N""]","[""DRIVER""]","[""UNKNOWN""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2023""]",[],"[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY"", ""NONINCAPACITATING INJURY""]","[""DRIVER""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""M"", ""X""]",[]
STRAIGHT AND LEVEL,814,2025-09-20T00:03:00.000,7,0,9,e248ec4673b109000e7d73cb81a2d7cebf23a6fa127f5d967eeb490a99c22e7c7b95d245d2ed085259546c9d376539b73eb41185b4c088ef473ca5a9bdbe1dbb,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-20T00:05:00.000,FUNCTIONING PROPERLY,HEAD ON,Y,0,0,8,0,0,0,0,41.8075303729,"DARKNESS, LIGHTED ROAD",-87.7432968212,NO INDICATION OF INJURY,5,30,FOLLOWING TOO CLOSELY,ON SCENE,NO DEFECTS,DRY,FAILING TO YIELD RIGHT-OF-WAY,S,CICERO AVE,4700,TRAFFIC SIGNAL,DIVIDED - W/MEDIAN (NOT RAISED),CLEAR,Y,,,,,,5,8,"{""coordinates"": [-87.743296821242, 41.807530372894], ""type"": ""Point""}","[""FRONT-LEFT-CORNER"", ""REAR-LEFT-CORNER""]","[""STRAIGHT AHEAD""]","[""Y""]","[""N"", ""S""]","[""DRIVER""]","[""NONE"", ""UNKNOWN""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""1996"", ""2016"", ""2025""]","[""19"", ""20"", ""24"", ""45""]","[""DEPLOYMENT UNKNOWN"", ""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER"", ""PASSENGER""]","[""USAGE UNKNOWN""]","[""F"", ""M"", ""X""]","[""11"", ""3""]"
STRAIGHT AND LEVEL,2521,2025-09-20T00:10:00.000,7,0,9,193ae2302fbf349ac5b2143d2e1119a923be8ffed82127abeea94e51909bd75fbea40694ff00f35ba5e60d387b3739300e2ff4ec8e5be5d3eee28b4307114112,NO INJURY / DRIVE AWAY,"$501 - $1,500",2025-09-20T00:31:00.000,FUNCTIONING PROPERLY,TURNING,Y,0,0,3,0,0,0,0,41.9315756084,"DARKNESS, LIGHTED ROAD",-87.7467433011,NO INDICATION OF INJURY,2,30,DISREGARDING TRAFFIC SIGNALS,ON SCENE,NO DEFECTS,DRY,UNABLE TO DETERMINE,N,CICERO AVE,2800,TRAFFIC SIGNAL,FOUR WAY,CLEAR,Y,,,,,,2,3,"{""coordinates"": [-87.746743301136, 41.931575608446], ""type"": ""Point""}","[""FRONT"", ""SIDE-LEFT-FRONT""]","[""STRAIGHT AHEAD"", ""TURNING LEFT""]",[],"[""N"", ""NE""]","[""DRIVER""]","[""NONE""]","[""PERSONAL"", ""UNKNOWN/NA""]","[""2012"", ""2022""]","[""23"", ""26""]","[""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER"", ""PASSENGER""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""F"", ""M""]","[""4""]"
STRAIGHT AND LEVEL,1213,2025-09-20T00:15:00.000,7,0,9,b906f020a1b27c3509b72145a38e446b38a3ae8e2bfd5163e12bb660e546fca907fc74df97a730e30e382f151063b1a4fc02233b6248400d6d6d2abf671dd3b3,NO INJURY / DRIVE AWAY,"$501 - $1,500",2025-09-20T01:00:00.000,UNKNOWN,TURNING,Y,0,0,2,0,0,0,0,41.899714227,DUSK,-87.671209124,NO INDICATION OF INJURY,2,30,NOT APPLICABLE,NOT ON SCENE (DESK REPORT),UNKNOWN,DRY,UNABLE TO DETERMINE,N,HERMITAGE AVE,1000,UNKNOWN,FOUR WAY,CLEAR,Y,,,,,,2,2,"{""coordinates"": [-87.67120912402, 41.899714226969], ""type"": ""Point""}","[""SIDE-LEFT-REAR"", ""UNKNOWN""]","[""STRAIGHT AHEAD"", ""TURNING RIGHT""]",[],"[""E"", ""N""]","[""DRIVER""]","[""UNKNOWN""]","[""PERSONAL""]","[""2021""]","[""31""]","[""DID NOT DEPLOY""]","[""NONE""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""SAFETY BELT USED"", ""USAGE UNKNOWN""]","[""M""]",[]
STRAIGHT AND LEVEL,412,2025-09-20T00:18:00.000,7,0,9,ac39c1c0fcb91b5e5cadc093d31adb49faf9e8233ad23ef342ed980bdd9e2ae1cdafa1629a29e92c856ac47a957a778dfb191a174ebcdd528f82b5057ef14baf,INJURY AND / OR TOW DUE TO CRASH,"OVER $1,500",2025-09-20T00:45:00.000,NO CONTROLS,PARKED MOTOR VEHICLE,,0,0,1,0,0,0,0,41.7370743934,"DARKNESS, LIGHTED ROAD",-87.5821169885,NO INDICATION OF INJURY,2,30,UNABLE TO DETERMINE,ON SCENE,NO DEFECTS,DRY,NOT APPLICABLE,E,87TH ST,1714,NO CONTROLS,NOT DIVIDED,CLEAR,,,,,,,2,1,"{""coordinates"": [-87.582116988528, 41.737074393364], ""type"": ""Point""}","[""FRONT-RIGHT-CORNER"", ""SIDE-LEFT-REAR""]","[""PARKED"", ""UNKNOWN/NA""]","[""Y""]","[""W""]","[""DRIVER"", ""PARKED""]","[""UNKNOWN""]","[""PERSONAL""]","[""1998"", ""2015""]","[""17""]","[""DEPLOYMENT UNKNOWN""]","[""UNKNOWN""]","[""NO INDICATION OF INJURY""]","[""DRIVER""]","[""USAGE UNKNOWN""]","[""M""]",[]
